Provincia,Partido,Localidad,Link Indec, ADSL , CABLEMODEM , DIAL UP , FIBRA OPTICA , OTROS , SATELITAL , WIMAX , WIRELESS , Total general ,
SALTA,Capital,Salta,66028050," 10,383 "," 78,767 ", 5 ," 42,458 ", 85 , 8 , -   ," 7,015 "," 138,721 ",
SALTA,Capital,Villa San Lorenzo,66028060, 206 ," 2,169 ", -   , 108 , 3 , 1 , -   , 120 ," 2,607 ",
SALTA,Cerrillos,Cerrillos,66035010, 467 ," 2,765 ", -   , 603 , 80 , 2 , -   , 46 ," 3,963 ",
SALTA,Cerrillos,La Merced,66035020, -   , -   , -   , 926 , 70 , 1 , -   , 42 ," 1,039 ",
SALTA,Cerrillos,San Agustín,66035030, -   , -   , -   , 66 , 20 , 1 , -   , 82 , 169 ,
SALTA,Cerrillos,Barrio Los Pinares,66035030, 130 , -   , -   , 34 , -   , -   , -   , 41 , 205 ,
SALTA,Cerrillos,Barrio El Congreso,66035030, -   , -   , -   , 15 , -   , -   , -   , -   , 15 ,
SALTA,Cerrillos,Barrio Las Tunas,66035030, -   , -   , -   , 8 , -   , -   , -   , -   , 8 ,
SALTA,Chicoana,Barrio La Rotonda,66042005, -   , -   , -   , 160 , 10 , -   , -   , 2 , 172 ,
SALTA,Chicoana,Chicoana,66042010, 147 , -   , -   , 151 , 15 , 2 , -   , 15 , 330 ,
SALTA,Chicoana,El Carril,66042020, 173 , 198 , -   , 800 , 120 , 1 , -   , 114 ," 1,406 ",
SALTA,Chicoana,Barrio Finca La Maroma,66042003, -   , -   , -   , 10 , -   , -   , -   , -   , 10 ,
SALTA,Chicoana,Barrio Santa Teresita,66042007, -   , -   , -   , 60 , -   , -   , -   , -   , 60 ,
SALTA,General Güemes,Campo Santo,66049010, 108 , -   , -   , 40 , -   , 1 , -   , 5 , 154 ,
SALTA,General Güemes,El Bordo,66049030, -   , -   , -   , 61 , -   , -   , -   , 5 , 66 ,
SALTA,General Güemes,General Güemes,66049040," 1,710 ", -   , -   , 130 , -   , 4 , -   , -   ," 1,844 ",
SALTA,General Güemes,Cobos,66049020, -   , -   , -   , 61 , -   , -   , -   , 3 , 64 ,
SALTA,Grl. José de San Martín,Aguaray,66056010, 621 , 433 , -   , 91 , -   , 2 , -   , 2 ," 1,149 ",
SALTA,Grl. José de San Martín,Campamento Vespucio,66056020, 124 , -   , -   , 40 , -   , 1 , -   , -   , 165 ,
SALTA,Grl. José de San Martín,Campichuelo,66056030, -   , -   , -   , -   , 2 , -   , -   , -   , 2 ,
SALTA,Grl. José de San Martín,Campo Durán,66056040, -   , -   , -   , 7 , -   , -   , -   , -   , 7 ,
SALTA,Grl. José de San Martín,Coronel Cornejo,66056070, 9 , -   , -   , 44 , -   , 1 , -   , -   , 54 ,
SALTA,Grl. José de San Martín,Dragones,66056080, -   , -   , -   , 50 , -   , 2 , -   , 50 , 102 ,
SALTA,Grl. José de San Martín,Embarcación,66056090, 910 ," 1,299 ", -   , 3 , 535 , 3 , -   , -   ," 2,750 ",
SALTA,Grl. José de San Martín,General Ballivián,66056100, -   , -   , -   , 51 , -   , 1 , -   , -   , 52 ,
SALTA,Grl. José de San Martín,General Mosconi,66056110, 770 , -   , -   , 60 , -   , 2 , -   , 2 , 834 ,
SALTA,Grl. José de San Martín,Hickman,66056120, -   , -   , -   , -   , 69 , -   , -   , -   , 69 ,
SALTA,Grl. José de San Martín,Misión El Cruce - El Milagro - El Jardín de San Martín,66056140, -   , -   , -   , -   , 3 , -   , -   , -   , 3 ,
SALTA,Grl. José de San Martín,Misión Kilómetro 6,66056150, -   , -   , -   , -   , 2 , -   , -   , -   , 2 ,
SALTA,Grl. José de San Martín,Pacará,66056170, -   , -   , -   , -   , 2 , -   , -   , -   , 2 ,
SALTA,Grl. José de San Martín,Padre Lozano,66056180, -   , -   , -   , -   , -   , -   , -   , -   , -   ,
SALTA,Grl. José de San Martín,Piquirenda,66056190, -   , -   , -   , 6 , -   , -   , -   , -   , 6 ,
SALTA,Grl. José de San Martín,Profesor Salvador Mazza,66056200, 925 , -   , -   , 91 , -   , 1 , -   , -   ," 1,017 ",
SALTA,Grl. José de San Martín,Tartagal,66056220," 1,398 "," 4,429 ", -   ," 2,327 "," 3,048 ", 4 , -   , 14 ," 11,220 ",
SALTA,Grl. José de San Martín,Tobantirenda,66056230, -   , -   , -   , 3 , -   , -   , -   , -   , 3 ,
SALTA,Grl. José de San Martín,Yacuy,66056250, -   , -   , -   , 4 , -   , -   , -   , 6 , 10 ,
SALTA,Guachipas,Guachipas,66063010, -   , -   , -   , 3 , 35 , 2 , -   , 119 , 159 ,
SALTA,Iruya,Iruya,66070010, -   , -   , -   , 1 , 80 , -   , -   , 87 , 168 ,
SALTA,Iruya,Pueblo Viejo,66070030, -   , -   , -   , 10 , -   , -   , -   , -   , 10 ,
SALTA,Iruya,Isla de Cañas,66070020, -   , -   , -   , -   , -   , -   , -   , 80 , 80 ,
SALTA,La Caldera,La Caldera,66077010, -   , -   , -   , 50 , 293 , 2 , -   , 47 , 392 ,
SALTA,La Caldera,Vaqueros,66077020, 134 , -   , -   , 90 , 250 , -   , -   , 501 , 975 ,
SALTA,La Candelaria,El Jardín,66084010, -   , -   , -   , 42 , -   , 1 , -   , -   , 43 ,
SALTA,La Candelaria,El Tala,66084020, -   , -   , -   , 41 , -   , 5 , -   , 147 , 193 ,
SALTA,La Candelaria,La Candelaria,66084030, -   , -   , -   , 36 , -   , -   , -   , -   , 36 ,
SALTA,La Poma,La Poma,66091020, -   , -   , -   , 1 , -   , -   , -   , 44 , 45 ,
SALTA,La Viña,Coronel Moldes,66098030, 46 , -   , -   , -   , 115 , 1 , -   , 5 , 167 ,
SALTA,La Viña,La Viña,66098040, -   , -   , -   , 1 , 1 , 1 , -   , 49 , 52 ,
SALTA,La Viña,Ampascachi,66098010, -   , -   , -   , -   , -   , -   , -   , 2 , 2 ,
SALTA,La Viña,Talapampa,66098050, -   , -   , -   , -   , -   , -   , -   , 2 , 2 ,
SALTA,La Viña,Cabra Corral,66098020, -   , -   , -   , -   , -   , -   , -   , 2 , 2 ,
SALTA,Los Andes,Olacapato,66105010, -   , -   , -   , 31 , -   , 4 , -   , 41 , 76 ,
SALTA,Los Andes,San Antonio de los Cobres,66105020, -   , -   , -   , 2 , -   , 9 , -   , 295 , 306 ,
SALTA,Los Andes,Tolar Grande,66105040, -   , -   , -   , 20 , -   , 5 , -   , 6 , 31 ,
SALTA,Los Andes,Santa Rosa de los Pastos Grandes,66105030, -   , -   , -   , 28 , -   , 3 , -   , 21 , 52 ,
SALTA,Metán,El Galpón,66112010, 199 , -   , -   , 176 , -   , 1 , -   , -   , 376 ,
SALTA,Metán,El Tunal,66112020, -   , -   , -   , 80 , -   , 1 , -   , -   , 81 ,
SALTA,Metán,Metán Viejo,66112050, -   , -   , -   , 42 , -   , 1 , -   , -   , 43 ,
SALTA,Metán,Río Piedras,66112070, 23 , -   , -   , 15 , -   , 1 , -   , -   , 39 ,
SALTA,Metán,San José de Metán,66112040," 1,020 ", -   , -   ," 2,209 ", 5 , 2 , -   , -   ," 3,236 ",
SALTA,Metán,Lumbreras,66112030, -   , -   , -   , 46 , -   , -   , -   , -   , 46 ,
SALTA,Metán,San José de Orquera,66112080, -   , -   , -   , 15 , -   , -   , -   , -   , 15 ,
SALTA,Molinos,Molinos,66119020, 1 , -   , -   , 3 , -   , -   , -   , 46 , 50 ,
SALTA,Molinos,Seclantás,66119030, -   , -   , -   , 2 , -   , 2 , -   , 21 , 25 ,
SALTA,Orán,Aguas Blancas,66126010, -   , -   , -   , -   , -   , 1 , -   , 106 , 107 ,
SALTA,Orán,Colonia Santa Rosa,66126020, -   , 293 , -   , -   , 100 , 3 , -   , 85 , 481 ,
SALTA,Orán,Hipólito Yrigoyen,66126040, 485 , 423 , -   , 250 , 40 , 1 , -   , 85 ," 1,284 ",
SALTA,Orán,Pichanal,66126060, 405 , 97 , -   , 1 , 103 , 1 , -   , 1 , 608 ,
SALTA,Orán,San Ramón de la Nueva Orán,66126070," 3,012 ", -   , -   ," 3,947 ", 580 , 2 , -   , -   ," 7,541 ",
SALTA,Orán,Urundel,66126080, -   , -   , -   , 1 , -   , 2 , -   , 86 , 89 ,
SALTA,Orán,El Tabacal,66126030, -   , -   , -   , 144 , -   , -   , -   , -   , 144 ,
SALTA,OTROS,OTROS,Sin Datos, -   , -   , -   , -   , 16 , -   , -   , -   , 16 ,
SALTA,Rivadavia,Alto de la Sierra,66133010, -   , -   , -   , 1 , 3 , -   , -   , 5 , 9 ,
SALTA,Rivadavia,Capitán Juan Pagé,66133020, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
SALTA,Rivadavia,Coronel Juan Solá,66133030, 29 , -   , -   , 1 , -   , 2 , -   , 307 , 339 ,
SALTA,Rivadavia,Los Blancos,66133050, -   , -   , -   , -   , -   , -   , -   , 54 , 54 ,
SALTA,Rivadavia,Pluma de Pato,66133060, -   , -   , -   , -   , -   , -   , -   , 15 , 15 ,
SALTA,Rivadavia,Rivadavia,66133070, -   , -   , -   , 1 , -   , 1 , -   , -   , 2 ,
SALTA,Rivadavia,Santa María,66133080, -   , -   , -   , -   , 5 , -   , -   , -   , 5 ,
SALTA,Rivadavia,Santa Victoria Este,66133100, 17 , -   , -   , 1 , 10 , 1 , -   , 95 , 124 ,
SALTA,Rosario de la Frontera,Antilla,66140010, -   , -   , -   , 1 , -   , 1 , -   , -   , 2 ,
SALTA,Rosario de la Frontera,El Potrero,66140040, -   , -   , -   , 1 , -   , 1 , -   , -   , 2 ,
SALTA,Rosario de la Frontera,Rosario de la Frontera,66140050," 1,225 ", 375 , -   , 3 , -   , 1 , -   , 175 ," 1,779 ",
SALTA,Rosario de la Frontera,Copo Quile,66140020, -   , -   , -   , 35 , -   , -   , -   , -   , 35 ,
SALTA,Rosario de la Frontera,El Naranjo,66140030, -   , -   , -   , 39 , -   , 1 , -   , -   , 40 ,
SALTA,Rosario de Lerma,Campo Quijano,66147010, 159 , -   , -   , 360 , -   , 3 , -   , 153 , 675 ,
SALTA,Rosario de Lerma,La Silleta,66147020, 90 , -   , -   , 220 , -   , 1 , -   , 78 , 389 ,
SALTA,Rosario de Lerma,Rosario de Lerma,66147030, 887 , 317 , -   ," 2,602 ", 10 , 1 , -   , 23 ," 3,840 ",
SALTA,Rosario de Lerma,La Merced Del Encón,66147015, -   , -   , -   , 175 , -   , -   , -   , 82 , 257 ,
SALTA,San Carlos,Angastaco,66154010, -   , -   , -   , 2 , -   , -   , -   , 39 , 41 ,
SALTA,San Carlos,Animaná,66154020, -   , -   , -   , -   , -   , 1 , -   , 51 , 52 ,
SALTA,San Carlos,El Barrial,66154030, -   , -   , -   , -   , 400 , -   , -   , -   , 400 ,
SALTA,San Carlos,San Carlos,66154040, -   , -   , -   , 1 , -   , 2 , -   , 94 , 97 ,
SALTA,Santa Victoria,Campo La Cruz,66161020, -   , -   , -   , -   , 50 , -   , -   , -   , 50 ,
SALTA,Santa Victoria,Los Toldos,66161030, -   , -   , -   , 2 , -   , -   , -   , 41 , 43 ,
SALTA,Santa Victoria,Nazareno,66161040, -   , -   , -   , 61 , 135 , -   , -   , -   , 196 ,
SALTA,Santa Victoria,Poscaya,66161050, -   , -   , -   , -   , 30 , -   , -   , -   , 30 ,
SALTA,Santa Victoria,San Marcos,66161060, -   , -   , -   , -   , 30 , -   , -   , -   , 30 ,
SALTA,Santa Victoria,Santa Victoria,66161070, -   , -   , -   , 74 , -   , 5 , -   , 200 , 279 ,
SALTA,Santa Victoria,Acoyte,66161010, -   , -   , -   , -   , -   , -   , -   , 10 , 10 ,
SAN JUAN,25 de Mayo,Villa Santa Rosa,70126050, -   , -   , -   , 2 , -   , -   , -   , 56 , 58 ,
SAN JUAN,25 de Mayo,Tupelí,70126020, -   , -   , -   , -   , -   , -   , -   , 60 , 60 ,
SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,70126030, -   , -   , -   , -   , -   , -   , -   , 80 , 80 ,
SAN JUAN,25 de Mayo,Villa Borjas,70126010, -   , -   , -   , -   , -   , -   , -   , 9 , 9 ,
SAN JUAN,9 de Julio,9 de Julio,70063040, -   , -   , -   , 125 , -   , 1 , -   , 117 , 243 ,
SAN JUAN,9 de Julio,Colonia Fiorito,70063020, -   , -   , -   , -   , -   , -   , -   , 5 , 5 ,
SAN JUAN,9 de Julio,Las Chacritas,70063030, -   , -   , -   , -   , -   , -   , -   , 99 , 99 ,
SAN JUAN,9 de Julio,OTROS,Sin Datos, -   , -   , -   , -   , -   , 1 , -   , -   , 1 ,
SAN JUAN,9 de Julio,Alto de Sierra,70063010, -   , -   , -   , -   , 1 , -   , -   , -   , 1 ,
SAN JUAN,Albardón,El Rincón,70007010, 330 , -   , 3 , -   , -   , -   , -   , 2 , 335 ,
SAN JUAN,Albardón,OTROS,Sin Datos, -   , -   , -   , -   , 300 , -   , -   , -   , 300 ,
SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,70007020, -   , -   , -   , 24 , -   , -   , -   , 160 , 184 ,
SAN JUAN,Albardón,Villa General San Martin,70007010, -   , -   , -   , -   , -   , -   , -   , 29 , 29 ,
SAN JUAN,Angaco,OTROS,Sin Datos, -   , -   , -   , -   , 72 , -   , -   , -   , 72 ,
SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,70014020, -   , -   , -   , -   , -   , -   , -   , 93 , 93 ,
SAN JUAN,Angaco,Villa El Salvador,70014010, -   , -   , -   , -   , -   , -   , -   , 22 , 22 ,
SAN JUAN,Calingasta,Barreal - Villa Pituil,70021010, -   , -   , 1 , -   , -   , -   , -   , 924 , 925 ,
SAN JUAN,Calingasta,Calingasta,70021020, -   , -   , -   , -   , -   , -   , -   , 577 , 577 ,
SAN JUAN,Calingasta,Tamberías,70021030, -   , -   , 1 , -   , -   , -   , -   , 206 , 207 ,
SAN JUAN,Capital,San Juan,70028010," 4,776 "," 18,543 ", 205 ," 22,504 "," 2,683 ", 6 , -   ," 5,858 "," 54,575 ",
SAN JUAN,Caucete,Bermejo,70035010, -   , -   , -   , -   , -   , 1 , -   , -   , 1 ,
SAN JUAN,Caucete,Caucete,70035020, 871 , -   , -   , 5 ," 2,500 ", -   , -   , 535 ," 3,911 ",
SAN JUAN,Caucete,Vallecito,70035070, -   , -   , -   , -   , 250 , -   , -   , -   , 250 ,
SAN JUAN,Caucete,Villa Independencia,70035080, -   , -   , -   , -   , -   , -   , -   , 12 , 12 ,
SAN JUAN,Chimbas,Chimbas,70042010," 1,133 ", -   , 6 ," 5,705 ", -   , -   , -   ," 2,844 "," 9,688 ",
SAN JUAN,Chimbas,Villa Paula Albarracin,70042010, -   , -   , -   , -   , -   , -   , -   , 83 , 83 ,
SAN JUAN,Iglesia,Angualasto,70049010, -   , -   , -   , 18 , -   , 1 , -   , 42 , 61 ,
SAN JUAN,Iglesia,Bella Vista,70049020, -   , -   , -   , 11 , -   , -   , -   , 25 , 36 ,
SAN JUAN,Iglesia,Iglesia,70049030, -   , -   , -   , 33 , -   , 6 , -   , 78 , 117 ,
SAN JUAN,Iglesia,Las Flores,70049040, -   , -   , -   , 37 , -   , 1 , -   , 87 , 125 ,
SAN JUAN,Iglesia,Pismanta,70049050, -   , -   , -   , -   , -   , 1 , -   , -   , 1 ,
SAN JUAN,Iglesia,Rodeo,70049060, -   , -   , -   , 189 , 10 , -   , -   , 440 , 639 ,
SAN JUAN,Iglesia,Tudcum,70049070, -   , -   , -   , 31 , -   , -   , -   , 72 , 103 ,
SAN JUAN,Jáchal,San Isidro,70056070, -   , -   , -   , 17 , -   , -   , -   , 86 , 103 ,
SAN JUAN,Jáchal,San José de Jáchal,70056080, -   , -   , -   , 635 , -   , 1 , -   ," 1,181 "," 1,817 ",
SAN JUAN,Jáchal,Tamberías,70056090, -   , -   , -   , 11 , -   , -   , -   , 69 , 80 ,
SAN JUAN,Jáchal,Villa Mercedes,70056110, -   , -   , -   , 19 , -   , 3 , -   , 137 , 159 ,
SAN JUAN,Jáchal,Gran China,70056020, -   , -   , -   , -   , -   , -   , -   , 32 , 32 ,
SAN JUAN,Jáchal,Huaco,70056030, -   , -   , -   , -   , -   , -   , -   , 96 , 96 ,
SAN JUAN,Jáchal,Pampa Vieja,70056060, -   , -   , -   , 2 , -   , -   , -   , 61 , 63 ,
SAN JUAN,Jáchal,Niquivil,70056050, -   , -   , -   , 11 , -   , -   , -   , 25 , 36 ,
SAN JUAN,OTROS,OTROS,Sin Datos, -   , -   , -   , -   , 454 , -   , -   , -   , 454 ,
SAN JUAN,Pocito,Villa Aberastain - La Rinconada,70070040, 451 , -   , 1 , 193 , -   , 1 , -   , 536 ," 1,182 ",
SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,70070050, -   , -   , -   , -   , -   , -   , -   , 42 , 42 ,
SAN JUAN,Pocito,Quinto Cuartel,70070030, -   , -   , -   , -   , -   , -   , -   , 97 , 97 ,
SAN JUAN,Pocito,Villa Aberastain,70070010, -   , -   , -   , -   , -   , -   , -   , 18 , 18 ,
SAN JUAN,Rawson,Rawson,70077010," 1,755 ", -   , 12 ," 11,201 ", -   , 1 , -   ," 1,269 "," 14,238 ",
SAN JUAN,Rawson,Villa Krause,70077020, -   , -   , -   , -   , -   , -   , -   , 271 , 271 ,
SAN JUAN,Rawson,El Medanito,70077010, -   , -   , -   , -   , -   , -   , -   , 32 , 32 ,
SAN JUAN,Rawson,Villa Bolaños,70077020, -   , -   , -   , -   , -   , -   , -   , 185 , 185 ,
SAN JUAN,Rivadavia,Rivadavia,70084010," 1,511 ", -   , 9 , 720 , 3 , 1 , -   ," 1,714 "," 3,958 ",
SAN JUAN,San Martín,San Isidro (Est. Los Angacos),70091030, 1 , -   , -   , -   , -   , -   , -   , -   , 1 ,
SAN JUAN,San Martín,Villa San Martín,70091070, -   , -   , -   , 14 , 210 , 1 , -   , 72 , 297 ,
SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060, -   , -   , -   , 3 , -   , -   , -   , 71 , 74 ,
SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),70091020, -   , -   , -   , -   , -   , -   , -   , 23 , 23 ,
SAN JUAN,Santa Lucía,Santa Lucía,70098010," 1,841 ", -   , 8 ," 1,132 ", 4 , -   , -   ," 2,344 "," 5,329 ",
SAN JUAN,Santa Lucía,Alto de Sierra,70098010, -   , -   , -   , -   , -   , -   , -   , 88 , 88 ,
SAN JUAN,Sarmiento,Cañada Honda,70105010, -   , -   , -   , 1 , -   , 2 , -   , -   , 3 ,
SAN JUAN,Sarmiento,Cienaguita,70105020, -   , -   , -   , 1 , -   , -   , -   , -   , 1 ,
SAN JUAN,Sarmiento,Las Lagunas,70105060, -   , -   , -   , -   , -   , 1 , -   , -   , 1 ,
SAN JUAN,Sarmiento,Los Berros,70105070, -   , -   , -   , 2 , -   , -   , -   , 53 , 55 ,
SAN JUAN,Sarmiento,Villa Media Agua,70105100, -   , -   , -   , 44 , -   , -   , -   , 247 , 291 ,
SAN JUAN,Ullum,Villa Ibáñez,70112010, -   , -   , 1 , -   , -   , -   , -   , 411 , 412 ,
SAN JUAN,Valle Fértil,Astica,70119010, -   , -   , -   , -   , -   , -   , -   , 30 , 30 ,
SAN JUAN,Valle Fértil,OTROS,Sin Datos, -   , -   , -   , -   , 190 , -   , -   , -   , 190 ,
SAN JUAN,Valle Fértil,Villa San Agustín,70119060, -   , -   , -   , 1 , -   , 3 , -   , 260 , 264 ,
SAN JUAN,Zonda,Villa Basilio Nievas,70133010, -   , -   , -   , -   , -   , -   , -   , 386 , 386 ,
San Luis,Ayacucho,Candelaria,74007010, -   , -   , -   , 372 , -   , -   , -   , 885 ," 1,257 ",
San Luis,Ayacucho,La Majada,74007010, -   , -   , -   , -   , -   , -   , -   , 212 , 212 ,
San Luis,Ayacucho,Leandro N. Alem,74007030, -   , -   , -   , -   , -   , -   , -   , 11 , 11 ,
San Luis,Ayacucho,Luján,74007040, -   , -   , -   , -   , -   , -   , -   ," 1,194 "," 1,194 ",
San Luis,Ayacucho,OTROS,Sin Datos, -   , -   , -   , -   , -   , 3 , -   , -   , 3 ,
San Luis,Ayacucho,Quines,74007050, -   , -   , -   , -   , -   , 1 , -   ," 1,371 "," 1,372 ",
San Luis,Ayacucho,Río Juan Gómez,74007010, -   , -   , -   , -   , -   , -   , -   , 59 , 59 ,
San Luis,Ayacucho,San Francisco del Monte de Oro,74007070, -   , -   , -   , -   , -   , -   , -   ," 1,715 "," 1,715 ",
San Luis,Ayacucho,Pampa Grande,74007010, -   , -   , -   , 2 , -   , -   , -   , -   , 2 ,
San Luis,Ayacucho,Lomas Blancas,74007010, -   , -   , -   , -   , -   , -   , -   , 34 , 34 ,
San Luis,Belgrano,La Calera,74014010, -   , -   , -   , 69 , -   , -   , -   , 318 , 387 ,
San Luis,Belgrano,Los Molles,74014010, -   , -   , -   , -   , -   , -   , -   , 228 , 228 ,
San Luis,Belgrano,Nogolí,74014020, -   , -   , -   , 149 , -   , -   , -   , 613 , 762 ,
San Luis,Belgrano,San Pedro,74014040, -   , -   , -   , -   , -   , -   , -   , 19 , 19 ,
San Luis,Belgrano,Villa de la Quebrada,74014030, -   , -   , -   , 157 , -   , -   , -   , 659 , 816 ,
San Luis,Belgrano,Villa General Roca,74014040, -   , -   , -   , 23 , -   , -   , -   , 119 , 142 ,
San Luis,Chacabuco,Concarán,74028010, -   , -   , -   , -   , -   , 2 , -   ," 1,887 "," 1,889 ",
San Luis,Chacabuco,Cortaderas,74028020, -   , -   , -   , 198 , -   , -   , -   ," 1,062 "," 1,260 ",
San Luis,Chacabuco,Naschel,74028030, -   , -   , -   , -   , -   , -   , -   ," 1,135 "," 1,135 ",
San Luis,Chacabuco,Papagayos,74028040, -   , -   , -   , -   , -   , -   , -   , 53 , 53 ,
San Luis,Chacabuco,Renca,74028050, -   , -   , -   , -   , -   , -   , -   , 149 , 149 ,
San Luis,Chacabuco,San Pablo,74028060, -   , -   , -   , -   , -   , -   , -   , 89 , 89 ,
San Luis,Chacabuco,Tilisarao,74028070, -   , -   , -   , -   , -   , -   , -   ," 1,662 "," 1,662 ",
San Luis,Chacabuco,Villa del Carmen,74028080, -   , -   , -   , 108 , -   , -   , -   , 394 , 502 ,
San Luis,Chacabuco,Villa Larca,74028090, -   , -   , -   , 110 , -   , -   , -   , 580 , 690 ,
San Luis,Chacabuco,El Algarrobal,74028020, -   , -   , -   , 3 , -   , -   , -   , -   , 3 ,
San Luis,Coronel Pringles,Carolina,74021010, -   , -   , -   , -   , -   , -   , -   , 429 , 429 ,
San Luis,Coronel Pringles,El Trapiche,74021020, -   , -   , -   , 343 , -   , -   , -   ," 1,787 "," 2,130 ",
San Luis,Coronel Pringles,Fraga,74021030, -   , -   , -   , 160 , -   , -   , -   , 498 , 658 ,
San Luis,Coronel Pringles,La Bajada,74021040, -   , -   , -   , -   , -   , -   , -   , 109 , 109 ,
San Luis,Coronel Pringles,La Florida,74021050, -   , -   , -   , 16 , -   , -   , -   , 363 , 379 ,
San Luis,Coronel Pringles,La Toma,74021060, 100 , -   , -   , 751 , -   , -   , -   ," 2,291 "," 3,142 ",
San Luis,Coronel Pringles,OTROS,Sin Datos, -   , -   , -   , -   , -   , 27 , -   , -   , 27 ,
San Luis,Coronel Pringles,Río Grande,74021080, -   , -   , -   , -   , -   , -   , -   , 227 , 227 ,
San Luis,Coronel Pringles,Saladillo,74021090, -   , -   , -   , 33 , -   , -   , -   , 105 , 138 ,
San Luis,Coronel Pringles,El Durazno,74021060, -   , -   , -   , -   , -   , -   , -   , 65 , 65 ,
San Luis,General Pedernera,Juan Jorba,74035010, -   , -   , -   , 13 , -   , -   , -   , 122 , 135 ,
San Luis,General Pedernera,Juan Llerena,74035020, -   , -   , -   , -   , -   , -   , -   , 117 , 117 ,
San Luis,General Pedernera,Justo Daract,74035030, 80 , -   , 4 , 487 , -   , -   , -   ," 1,906 "," 2,477 ",
San Luis,General Pedernera,La Punilla,74035040, -   , -   , -   , 33 , -   , -   , -   , 129 , 162 ,
San Luis,General Pedernera,Lavaisse,74035050, -   , -   , -   , -   , -   , -   , -   , 53 , 53 ,
San Luis,General Pedernera,San José del Morro,74035060, -   , -   , -   , -   , -   , -   , -   , 233 , 233 ,
San Luis,General Pedernera,Villa Mercedes,74035070, 934 ," 22,533 ", 76 ," 9,204 ", -   , -   , -   ," 11,510 "," 44,257 ",
San Luis,General Pedernera,Villa Salles,74035090, -   , -   , -   , -   , -   , -   , -   , 22 , 22 ,
San Luis,General Pedernera,La Angelina,74035040, -   , -   , -   , -   , -   , -   , -   , 17 , 17 ,
San Luis,Gobernador Dupuy,Anchorena,74042010, -   , -   , 1 , -   , -   , -   , -   , 237 , 238 ,
San Luis,Gobernador Dupuy,Arizona,74042020, -   , -   , 2 , -   , -   , -   , -   , 324 , 326 ,
San Luis,Gobernador Dupuy,Bagual,74042030, -   , -   , -   , -   , -   , -   , -   , 192 , 192 ,
San Luis,Gobernador Dupuy,Batavia,74042040, -   , -   , -   , -   , -   , 4 , -   , 170 , 174 ,
San Luis,Gobernador Dupuy,Buena Esperanza,74042050, -   , -   , 1 , -   , -   , 1 , -   ," 1,205 "," 1,207 ",
San Luis,Gobernador Dupuy,Fortín El Patria,74042060, -   , -   , -   , -   , -   , -   , -   , 162 , 162 ,
San Luis,Gobernador Dupuy,Fortuna,74042070, -   , -   , -   , 101 , -   , -   , -   , 233 , 334 ,
San Luis,Gobernador Dupuy,La Maroma,74042080, -   , -   , -   , -   , -   , 1 , -   , -   , 1 ,
San Luis,Gobernador Dupuy,Martín de Loyola,74042100, -   , -   , -   , -   , -   , 3 , -   , 38 , 41 ,
San Luis,Gobernador Dupuy,Nahuel Mapá,74042110, -   , -   , -   , -   , -   , -   , -   , 30 , 30 ,
San Luis,Gobernador Dupuy,Navia,74042120, -   , -   , -   , -   , -   , 3 , -   , 123 , 126 ,
San Luis,Gobernador Dupuy,Nueva Galia,74042130, -   , -   , -   , 159 , -   , -   , -   , 517 , 676 ,
San Luis,Gobernador Dupuy,Unión,74042140, -   , -   , -   , -   , -   , -   , -   , 845 , 845 ,
San Luis,Junín,Carpinteria,74049010, 149 , 10 , -   , 261 , -   , -   , -   , 939 ," 1,359 ",
San Luis,Junín,Cerro de Oro,74049020, 13 , 14 , -   , 112 , -   , -   , -   , 267 , 406 ,
San Luis,Junín,Lafinur,74049030, -   , -   , -   , -   , -   , -   , -   , 96 , 96 ,
San Luis,Junín,Los Cajones,74049040, -   , -   , -   , -   , -   , -   , -   , 194 , 194 ,
San Luis,Junín,Los Molles,74049050, -   , -   , -   , 145 , -   , -   , -   , 575 , 720 ,
San Luis,Junín,Merlo,74049060, 722 , 62 , -   ," 3,931 ", -   , -   , -   ," 5,092 "," 9,807 ",
San Luis,Junín,Santa Rosa del Conlara,74049070, 142 , -   , -   , 841 , -   , -   , -   ," 1,981 "," 2,964 ",
San Luis,Junín,Talita,74049080, -   , -   , -   , -   , -   , 2 , -   , 102 , 104 ,
San Luis,La Capital,Alto Pelado,74056010, -   , -   , -   , -   , -   , -   , -   , 192 , 192 ,
San Luis,La Capital,Alto Pencoso,74056020, -   , -   , -   , 1 , -   , -   , -   , 97 , 98 ,
San Luis,La Capital,Balde,74056030, -   , -   , -   , 131 , -   , 5 , -   , 213 , 349 ,
San Luis,La Capital,Beazley,74056040, -   , -   , -   , -   , -   , -   , -   , 226 , 226 ,
San Luis,La Capital,Cazador,74056050, -   , -   , -   , -   , -   , -   , -   , 33 , 33 ,
San Luis,La Capital,Chosmes,74056060, -   , -   , -   , -   , -   , -   , -   , 15 , 15 ,
San Luis,La Capital,Desaguadero,74056070, -   , -   , -   , 1 , -   , -   , -   , 70 , 71 ,
